participant	trial	trial_withinbloc	trial_file_id	is_idTrack	is_practice	complexity_globalcrowding	complexity_crowding	complexity_innercrowding	complexity_deformation	globalcrowding	crowding	innercrowding	deformation	trial_start	trial_end	task_start	task_end	highlight_start	highlight_end	animation_start	animation_end	answer_start	answer_end	target_0	target_1	target_2	answer_0	answer_1	answer_2	error_0	error_1	error_2	error	normalized_error	noID_hits	noID_accuracy	noID_perfect	ID_hits	ID_accuracy	ID_perfect	ID_wrongID	ID_wrongID_percent	any_ID_wrongID
p12	99	19	32	true	false	M	L	L	H	0.6560	0.4563	2.1394	0.0312	2014-02-21 12:13:47.072	2014-02-21 12:13:56.478	2014-02-21 12:13:47.649	2014-02-21 12:13:55.511	2014-02-21 12:13:47.649	2014-02-21 12:13:49.037	2014-02-21 12:13:49.474	2014-02-21 12:13:51.346	2014-02-21 12:13:51.346	2014-02-21 12:13:55.511	7	17	24	7	17	24	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	100	20	13	true	false	M	H	L	H	0.7092	0.6446	2.9157	0.0299	2014-02-21 12:13:56.775	2014-02-21 12:14:08.912	2014-02-21 12:13:57.336	2014-02-21 12:14:06.665	2014-02-21 12:13:57.336	2014-02-21 12:13:59.91	2014-02-21 12:14:00.41	2014-02-21 12:14:02.282	2014-02-21 12:14:02.282	2014-02-21 12:14:06.665	17	23	28	17	28	23	0.0000	0.4584	0.4584	0.3056	0.5024	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	101	21	8	true	false	M	L	L	L	0.7050	0.4408	2.7151	0.0074	2014-02-21 12:14:09.208	2014-02-21 12:14:20.721	2014-02-21 12:14:09.816	2014-02-21 12:14:19.66	2014-02-21 12:14:09.816	2014-02-21 12:14:12.312	2014-02-21 12:14:12.874	2014-02-21 12:14:14.746	2014-02-21 12:14:14.746	2014-02-21 12:14:19.66	11	14	27	11	14	27	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	102	22	7	true	false	M	H	L	L	0.7161	0.6578	3.9470	0.0106	2014-02-21 12:14:21.033	2014-02-21 12:14:31.641	2014-02-21 12:14:21.563	2014-02-21 12:14:30.767	2014-02-21 12:14:21.563	2014-02-21 12:14:23.763	2014-02-21 12:14:24.324	2014-02-21 12:14:26.196	2014-02-21 12:14:26.196	2014-02-21 12:14:30.767	4	10	20	4	10	20	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	103	23	34	true	false	M	H	L	L	0.7147	0.6142	2.0563	0.0038	2014-02-21 12:14:31.937	2014-02-21 12:14:41.079	2014-02-21 12:14:32.452	2014-02-21 12:14:40.361	2014-02-21 12:14:32.452	2014-02-21 12:14:33.778	2014-02-21 12:14:34.262	2014-02-21 12:14:36.134	2014-02-21 12:14:36.134	2014-02-21 12:14:40.361	0	7	18	0	7	18	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	104	24	62	true	false	M	H	H	H	0.7026	0.6114	9.4739	0.0356	2014-02-21 12:14:45.915	2014-02-21 12:14:55.712	2014-02-21 12:14:46.586	2014-02-21 12:14:54.807	2014-02-21 12:14:46.586	2014-02-21 12:14:48.426	2014-02-21 12:14:48.832	2014-02-21 12:14:50.704	2014-02-21 12:14:50.704	2014-02-21 12:14:54.807	3	4	27	3	4	27	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	105	25	45	true	false	M	L	H	L	0.6437	0.4121	11.6013	0.0007	2014-02-21 12:14:56.008	2014-02-21 12:15:11.686	2014-02-21 12:14:59.159	2014-02-21 12:15:10.875	2014-02-21 12:14:59.159	2014-02-21 12:15:02.638	2014-02-21 12:15:03.98	2014-02-21 12:15:05.852	2014-02-21 12:15:05.852	2014-02-21 12:15:10.875	5	6	13	5	6	13	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	106	26	60	true	false	M	L	H	H	0.6596	0.4625	10.4617	0.0293	2014-02-21 12:15:11.983	2014-02-21 12:15:22.825	2014-02-21 12:15:12.607	2014-02-21 12:15:21.67	2014-02-21 12:15:12.607	2014-02-21 12:15:15.056	2014-02-21 12:15:15.43	2014-02-21 12:15:17.302	2014-02-21 12:15:17.302	2014-02-21 12:15:21.67	4	15	29	4	20	29	0.0000	0.1462	0.0000	0.0487	0.0874	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	107	27	47	true	false	M	L	H	H	0.6407	0.4397	10.7245	0.0309	2014-02-21 12:15:23.121	2014-02-21 12:15:38.752	2014-02-21 12:15:23.963	2014-02-21 12:15:36.053	2014-02-21 12:15:23.963	2014-02-21 12:15:28.285	2014-02-21 12:15:28.706	2014-02-21 12:15:30.578	2014-02-21 12:15:30.578	2014-02-21 12:15:36.053	10	18	28	18	10	28	1.3030	1.3030	0.0000	0.8687	1.2630	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	108	28	18	true	false	M	L	L	H	0.6613	0.4425	3.7105	0.0316	2014-02-21 12:15:39.064	2014-02-21 12:15:49.22	2014-02-21 12:15:39.532	2014-02-21 12:15:47.769	2014-02-21 12:15:39.532	2014-02-21 12:15:40.843	2014-02-21 12:15:41.342	2014-02-21 12:15:43.214	2014-02-21 12:15:43.214	2014-02-21 12:15:47.769	3	7	20	7	3	20	0.9253	0.9253	0.0000	0.6168	0.9628	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	109	29	1	true	false	M	L	L	L	0.6483	0.4328	2.6763	0.0098	2014-02-21 12:15:49.516	2014-02-21 12:16:04.633	2014-02-21 12:15:50.203	2014-02-21 12:16:02.948	2014-02-21 12:15:50.203	2014-02-21 12:15:55.741	2014-02-21 12:15:56.458	2014-02-21 12:15:58.33	2014-02-21 12:15:58.33	2014-02-21 12:16:02.948	0	15	16	0	16	15	0.0000	0.2647	0.2647	0.1765	0.3716	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	110	30	4	true	false	L	L	L	H	0.5832	0.4344	2.4786	0.0318	2014-02-21 12:16:04.929	2014-02-21 12:16:19.0	2014-02-21 12:16:06.13	2014-02-21 12:16:17.69	2014-02-21 12:16:06.13	2014-02-21 12:16:09.718	2014-02-21 12:16:10.405	2014-02-21 12:16:12.277	2014-02-21 12:16:12.277	2014-02-21 12:16:17.69	1	7	29	1	29	7	0.0000	0.4514	0.4514	0.3010	0.6307	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	111	31	10	true	false	M	H	H	H	0.7273	0.6233	9.9360	0.0366	2014-02-21 12:16:19.297	2014-02-21 12:16:32.276	2014-02-21 12:16:20.092	2014-02-21 12:16:31.449	2014-02-21 12:16:20.092	2014-02-21 12:16:25.334	2014-02-21 12:16:26.005	2014-02-21 12:16:27.877	2014-02-21 12:16:27.877	2014-02-21 12:16:31.449	7	23	28	7	23	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	112	32	15	true	false	L	L	L	L	0.5671	0.4411	2.7686	0.0030	2014-02-21 12:16:37.876	2014-02-21 12:16:50.746	2014-02-21 12:16:38.547	2014-02-21 12:16:50.169	2014-02-21 12:16:38.547	2014-02-21 12:16:41.308	2014-02-21 12:16:41.761	2014-02-21 12:16:43.633	2014-02-21 12:16:43.633	2014-02-21 12:16:50.169	13	20	25	13	20	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	113	33	55	true	false	M	H	H	H	0.7033	0.6274	11.6680	0.0365	2014-02-21 12:16:51.043	2014-02-21 12:17:02.275	2014-02-21 12:16:51.511	2014-02-21 12:17:01.183	2014-02-21 12:16:51.511	2014-02-21 12:16:54.709	2014-02-21 12:16:55.411	2014-02-21 12:16:57.283	2014-02-21 12:16:57.283	2014-02-21 12:17:01.183	5	7	14	27	7	14	0.2059	0.0000	0.0000	0.0686	0.1609	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	114	34	30	true	false	M	H	L	H	0.7029	0.6166	3.6607	0.0291	2014-02-21 12:17:02.587	2014-02-21 12:17:14.068	2014-02-21 12:17:03.055	2014-02-21 12:17:13.195	2014-02-21 12:17:03.055	2014-02-21 12:17:06.596	2014-02-21 12:17:07.158	2014-02-21 12:17:09.03	2014-02-21 12:17:09.03	2014-02-21 12:17:13.195	0	15	19	0	15	19	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	115	35	56	true	false	M	H	H	L	0.6525	0.6262	13.5858	0.0108	2014-02-21 12:17:14.365	2014-02-21 12:17:25.332	2014-02-21 12:17:14.817	2014-02-21 12:17:24.52	2014-02-21 12:17:14.817	2014-02-21 12:17:17.688	2014-02-21 12:17:18.093	2014-02-21 12:17:19.965	2014-02-21 12:17:19.965	2014-02-21 12:17:24.52	18	26	28	18	26	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	116	36	52	true	false	H	H	H	H	0.7496	0.6465	9.6079	0.0307	2014-02-21 12:17:25.628	2014-02-21 12:17:37.094	2014-02-21 12:17:26.19	2014-02-21 12:17:36.127	2014-02-21 12:17:26.19	2014-02-21 12:17:28.576	2014-02-21 12:17:29.044	2014-02-21 12:17:30.916	2014-02-21 12:17:30.916	2014-02-21 12:17:36.127	1	5	11	1	5	11	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	117	37	31	true	false	M	H	L	H	0.7016	0.6313	3.6140	0.0335	2014-02-21 12:17:37.39	2014-02-21 12:17:47.952	2014-02-21 12:17:37.968	2014-02-21 12:17:46.969	2014-02-21 12:17:37.968	2014-02-21 12:17:40.666	2014-02-21 12:17:41.056	2014-02-21 12:17:42.928	2014-02-21 12:17:42.928	2014-02-21 12:17:46.969	15	22	25	15	22	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	118	38	19	true	false	H	H	L	H	0.7532	0.6504	2.3310	0.0324	2014-02-21 12:17:48.248	2014-02-21 12:17:59.308	2014-02-21 12:17:48.919	2014-02-21 12:17:58.684	2014-02-21 12:17:48.919	2014-02-21 12:17:52.6	2014-02-21 12:17:52.928	2014-02-21 12:17:54.8	2014-02-21 12:17:54.8	2014-02-21 12:17:58.684	8	13	16	8	13	16	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	119	39	58	true	false	M	H	H	H	0.7363	0.6578	10.5314	0.0330	2014-02-21 12:17:59.605	2014-02-21 12:18:12.522	2014-02-21 12:18:00.369	2014-02-21 12:18:10.821	2014-02-21 12:18:00.369	2014-02-21 12:18:03.13	2014-02-21 12:18:03.786	2014-02-21 12:18:05.658	2014-02-21 12:18:05.658	2014-02-21 12:18:10.821	2	3	5	2	9	5	0.0000	0.1176	0.0000	0.0392	0.0627	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	120	40	25	true	false	H	H	L	H	0.7568	0.6527	3.4834	0.0301	2014-02-21 12:18:19.089	2014-02-21 12:18:32.022	2014-02-21 12:18:20.212	2014-02-21 12:18:30.805	2014-02-21 12:18:20.212	2014-02-21 12:18:23.395	2014-02-21 12:18:24.034	2014-02-21 12:18:25.906	2014-02-21 12:18:25.906	2014-02-21 12:18:30.805	6	11	19	6	19	11	0.0000	0.3916	0.3916	0.2611	0.5832	3	1.0000	1	1	0.3333	0	2	0.6667	1
p12	121	41	57	true	false	L	L	H	H	0.5856	0.4145	11.3620	0.0303	2014-02-21 12:18:32.334	2014-02-21 12:18:41.819	2014-02-21 12:18:32.739	2014-02-21 12:18:41.257	2014-02-21 12:18:32.739	2014-02-21 12:18:34.845	2014-02-21 12:18:35.454	2014-02-21 12:18:37.326	2014-02-21 12:18:37.326	2014-02-21 12:18:41.257	2	3	17	2	3	17	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	122	42	59	true	false	M	L	H	H	0.6330	0.4425	11.8015	0.0317	2014-02-21 12:18:42.131	2014-02-21 12:18:53.004	2014-02-21 12:18:42.677	2014-02-21 12:18:52.224	2014-02-21 12:18:42.677	2014-02-21 12:18:45.781	2014-02-21 12:18:46.249	2014-02-21 12:18:48.121	2014-02-21 12:18:48.121	2014-02-21 12:18:52.224	0	5	8	0	5	8	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	123	43	41	true	false	L	L	H	L	0.6180	0.4322	9.8942	0.0093	2014-02-21 12:18:53.3	2014-02-21 12:19:04.844	2014-02-21 12:18:53.815	2014-02-21 12:19:03.939	2014-02-21 12:18:53.815	2014-02-21 12:18:56.373	2014-02-21 12:18:57.2	2014-02-21 12:18:59.072	2014-02-21 12:18:59.072	2014-02-21 12:19:03.939	6	15	27	6	15	27	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	124	44	29	true	false	M	H	L	L	0.6794	0.6550	2.0799	0.0078	2014-02-21 12:19:05.141	2014-02-21 12:19:17.184	2014-02-21 12:19:05.671	2014-02-21 12:19:16.591	2014-02-21 12:19:05.671	2014-02-21 12:19:10.476	2014-02-21 12:19:10.881	2014-02-21 12:19:12.753	2014-02-21 12:19:12.753	2014-02-21 12:19:16.591	1	16	19	1	16	19	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	125	45	63	true	false	M	H	H	H	0.6895	0.6115	11.5773	0.0297	2014-02-21 12:19:17.496	2014-02-21 12:19:31.193	2014-02-21 12:19:17.933	2014-02-21 12:19:29.633	2014-02-21 12:19:17.933	2014-02-21 12:19:21.427	2014-02-21 12:19:21.708	2014-02-21 12:19:23.58	2014-02-21 12:19:23.58	2014-02-21 12:19:29.633	2	23	26	2	23	14	0.0000	0.0000	0.0858	0.0286	0.0537	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	126	46	54	true	false	M	H	H	L	0.7025	0.6276	12.8806	0.0104	2014-02-21 12:19:31.489	2014-02-21 12:19:45.903	2014-02-21 12:19:32.097	2014-02-21 12:19:44.437	2014-02-21 12:19:32.097	2014-02-21 12:19:36.933	2014-02-21 12:19:37.526	2014-02-21 12:19:39.398	2014-02-21 12:19:39.398	2014-02-21 12:19:44.437	16	21	24	15	21	24	0.1153	0.0000	0.0000	0.0384	0.0654	2	0.6667	0	2	0.6667	0	0	0.0000	0
p12	127	47	53	true	false	H	H	H	H	0.7769	0.6154	9.4719	0.0305	2014-02-21 12:19:46.2	2014-02-21 12:20:04.811	2014-02-21 12:19:46.995	2014-02-21 12:20:04.171	2014-02-21 12:19:46.995	2014-02-21 12:19:56.574	2014-02-21 12:19:57.245	2014-02-21 12:19:59.117	2014-02-21 12:19:59.117	2014-02-21 12:20:04.171	16	21	29	16	21	29	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	128	48	14	true	false	H	H	L	L	0.7439	0.6499	2.8292	0.0062	2014-02-21 12:20:09.101	2014-02-21 12:20:20.145	2014-02-21 12:20:09.834	2014-02-21 12:20:19.553	2014-02-21 12:20:09.834	2014-02-21 12:20:12.876	2014-02-21 12:20:13.375	2014-02-21 12:20:15.247	2014-02-21 12:20:15.247	2014-02-21 12:20:19.553	12	14	23	12	14	23	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	129	49	23	true	false	H	H	L	H	0.7509	0.6499	3.9553	0.0302	2014-02-21 12:20:20.457	2014-02-21 12:20:34.108	2014-02-21 12:20:21.066	2014-02-21 12:20:31.565	2014-02-21 12:20:21.066	2014-02-21 12:20:23.655	2014-02-21 12:20:24.014	2014-02-21 12:20:25.886	2014-02-21 12:20:25.886	2014-02-21 12:20:31.565	0	5	17	9	17	5	0.3713	0.7341	0.7341	0.6131	1.0281	2	0.6667	0	0	0.0000	0	2	0.6667	1
p12	130	50	33	true	false	L	L	H	L	0.6298	0.4699	10.2136	0.0099	2014-02-21 12:20:34.404	2014-02-21 12:20:46.525	2014-02-21 12:20:34.903	2014-02-21 12:20:45.34	2014-02-21 12:20:34.903	2014-02-21 12:20:38.6	2014-02-21 12:20:38.881	2014-02-21 12:20:40.753	2014-02-21 12:20:40.753	2014-02-21 12:20:45.34	23	26	28	23	26	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	131	51	39	true	false	H	H	H	L	0.7416	0.6285	10.4438	0.0093	2014-02-21 12:20:46.822	2014-02-21 12:20:58.303	2014-02-21 12:20:47.243	2014-02-21 12:20:57.352	2014-02-21 12:20:47.243	2014-02-21 12:20:50.581	2014-02-21 12:20:50.862	2014-02-21 12:20:52.734	2014-02-21 12:20:52.734	2014-02-21 12:20:57.352	4	12	27	4	12	27	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	132	52	5	true	false	H	H	L	H	0.7628	0.6156	3.1802	0.0356	2014-02-21 12:20:58.6	2014-02-21 12:21:08.911	2014-02-21 12:20:59.083	2014-02-21 12:21:08.038	2014-02-21 12:20:59.083	2014-02-21 12:21:02.0	2014-02-21 12:21:02.297	2014-02-21 12:21:04.169	2014-02-21 12:21:04.169	2014-02-21 12:21:08.038	3	6	14	3	6	14	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	133	53	36	true	false	M	H	L	L	0.6681	0.6297	3.0419	0.0073	2014-02-21 12:21:09.239	2014-02-21 12:21:21.563	2014-02-21 12:21:09.738	2014-02-21 12:21:20.627	2014-02-21 12:21:09.738	2014-02-21 12:21:14.106	2014-02-21 12:21:14.48	2014-02-21 12:21:16.352	2014-02-21 12:21:16.352	2014-02-21 12:21:20.627	8	14	23	8	14	23	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	134	54	38	true	false	H	H	H	L	0.7670	0.6482	9.7929	0.0083	2014-02-21 12:21:21.859	2014-02-21 12:21:32.124	2014-02-21 12:21:22.358	2014-02-21 12:21:31.219	2014-02-21 12:21:22.358	2014-02-21 12:21:25.182	2014-02-21 12:21:25.494	2014-02-21 12:21:27.366	2014-02-21 12:21:27.366	2014-02-21 12:21:31.219	6	16	22	6	16	22	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	135	55	49	true	false	M	H	H	L	0.6875	0.6134	10.6315	0.0047	2014-02-21 12:21:32.42	2014-02-21 12:21:42.654	2014-02-21 12:21:32.998	2014-02-21 12:21:41.702	2014-02-21 12:21:32.998	2014-02-21 12:21:34.979	2014-02-21 12:21:35.353	2014-02-21 12:21:37.225	2014-02-21 12:21:37.225	2014-02-21 12:21:41.702	4	9	26	4	9	26	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	136	56	6	true	false	M	H	L	H	0.7059	0.6168	3.6694	0.0312	2014-02-21 12:21:48.114	2014-02-21 12:22:00.422	2014-02-21 12:21:50.002	2014-02-21 12:21:59.814	2014-02-21 12:21:50.002	2014-02-21 12:21:53.044	2014-02-21 12:21:53.48	2014-02-21 12:21:55.352	2014-02-21 12:21:55.352	2014-02-21 12:21:59.814	3	24	29	3	24	29	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	137	57	2	true	false	M	L	L	H	0.6790	0.4631	3.6573	0.0303	2014-02-21 12:22:00.734	2014-02-21 12:22:11.358	2014-02-21 12:22:01.374	2014-02-21 12:22:10.937	2014-02-21 12:22:01.374	2014-02-21 12:22:04.4	2014-02-21 12:22:04.728	2014-02-21 12:22:06.6	2014-02-21 12:22:06.6	2014-02-21 12:22:10.937	1	22	26	1	22	26	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	138	58	43	true	false	M	H	H	L	0.6840	0.6251	10.6470	0.0087	2014-02-21 12:22:11.654	2014-02-21 12:22:21.888	2014-02-21 12:22:12.044	2014-02-21 12:22:21.108	2014-02-21 12:22:12.044	2014-02-21 12:22:14.322	2014-02-21 12:22:14.899	2014-02-21 12:22:16.771	2014-02-21 12:22:16.771	2014-02-21 12:22:21.108	7	8	10	7	8	10	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	139	59	21	true	false	L	L	L	L	0.6069	0.4562	2.3870	0.0073	2014-02-21 12:22:22.216	2014-02-21 12:22:32.855	2014-02-21 12:22:23.479	2014-02-21 12:22:32.169	2014-02-21 12:22:23.479	2014-02-21 12:22:25.336	2014-02-21 12:22:25.679	2014-02-21 12:22:27.551	2014-02-21 12:22:27.551	2014-02-21 12:22:32.169	1	9	17	1	9	17	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	140	60	50	true	false	H	H	H	L	0.7657	0.6168	9.4931	0.0106	2014-02-21 12:22:33.151	2014-02-21 12:22:43.338	2014-02-21 12:22:33.588	2014-02-21 12:22:42.621	2014-02-21 12:22:33.588	2014-02-21 12:22:35.242	2014-02-21 12:22:35.788	2014-02-21 12:22:37.66	2014-02-21 12:22:37.66	2014-02-21 12:22:42.621	15	28	29	15	28	29	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	141	61	3	true	false	M	L	L	H	0.6366	0.4486	1.7601	0.0290	2014-02-21 12:22:43.65	2014-02-21 12:22:53.494	2014-02-21 12:22:44.165	2014-02-21 12:22:52.683	2014-02-21 12:22:44.165	2014-02-21 12:22:45.865	2014-02-21 12:22:46.24	2014-02-21 12:22:48.112	2014-02-21 12:22:48.112	2014-02-21 12:22:52.683	13	20	22	13	20	22	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	142	62	24	true	false	H	H	L	L	0.7506	0.6471	2.3443	0.0028	2014-02-21 12:22:53.79	2014-02-21 12:23:03.01	2014-02-21 12:22:54.367	2014-02-21 12:23:02.277	2014-02-21 12:22:54.367	2014-02-21 12:22:56.442	2014-02-21 12:22:56.801	2014-02-21 12:22:58.673	2014-02-21 12:22:58.673	2014-02-21 12:23:02.277	2	18	29	2	18	29	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p12	143	63	42	true	false	H	L	H	L	0.7403	0.4195	10.3982	0.0105	2014-02-21 12:23:03.306	2014-02-21 12:23:13.321	2014-02-21 12:23:03.759	2014-02-21 12:23:12.526	2014-02-21 12:23:03.759	2014-02-21 12:23:05.74	2014-02-21 12:23:06.083	2014-02-21 12:23:07.955	2014-02-21 12:23:07.955	2014-02-21 12:23:12.526	2	23	25	2	23	25	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p13	0	0	0	true	true	L	L	L	L	0.6060	0.4209	2.4079	0.0019	2014-02-24 09:55:35.455	2014-02-24 09:56:12.068	2014-02-24 09:55:38.965	2014-02-24 09:56:10.492	2014-02-24 09:55:38.965	2014-02-24 09:55:51.242	2014-02-24 09:55:56.92	2014-02-24 09:55:58.792	2014-02-24 09:55:58.792	2014-02-24 09:56:10.492	15	22	28	15	22	28	0.0000	0.0000	0.0000	0.0000	0.0000	3	1.0000	1	3	1.0000	1	0	0.0000	0
p13	1	1	1	true	true	H	H	L	H	0.7532	0.6720	3.7175	0.0302	2014-02-24 09:56:12.396	2014-02-24 09:56:41.864	2014-02-24 09:56:22.255	2014-02-24 09:56:41.724	2014-02-24 09:56:22.255	2014-02-24 09:56:29.415	2014-02-24 09:56:31.318	2014-02-24 09:56:33.19	2014-02-24 09:56:33.19	2014-02-24 09:56:41.724	7	17	26	7	17	29	0.0000	0.0000	0.3589	0.1196	0.2675	2	0.6667	0	2	0.6667	0	0	0.0000	0
p13	2	2	2	true	true	L	L	H	H	0.6039	0.4695	12.3258	0.0297	2014-02-24 09:56:42.16	2014-02-24 09:57:03.408	2014-02-24 09:56:43.642	2014-02-24 09:57:00.787	2014-02-24 09:56:43.642	2014-02-24 09:56:48.79	2014-02-24 09:56:50.21	2014-02-24 09:56:52.082	2014-02-24 09:56:52.082	2014-02-24 09:57:00.787	2	9	17	2	17	11	0.0000	0.0930	0.1997	0.0976	0.2177	2	0.6667	0	1	0.3333	0	1	0.3333	1
p13	3	3	3	true	true	H	H	L	L	0.7419	0.7015	3.8240	0.0072	2014-02-24 09:57:03.735	2014-02-24 09:57:26.402	2014-02-24 09:57:05.872	2014-02-24 09:57:23.438	2014-02-24 09:57:05.872	2014-02-24 09:57:11.816	2014-02-24 09:57:12.783	2014-02-24 09:57:14.655	2014-02-24 09:57:14.655	2014-02-24 09:57:23.438	3	19	25	25	0	8	0.1228	0.2654	0.4900	0.2927	0.5645	1	0.3333	0	0	0.0000	0	1	0.3333	1
p13	4	4	4	true	true	M	L	H	L	0.6709	0.4635	16.2866	0.0107	2014-02-24 09:57:26.698	2014-02-24 09:57:56.198	2014-02-24 09:57:28.071	2014-02-24 09:57:50.878	2014-02-24 09:57:28.071	2014-02-24 09:57:39.21	2014-02-24 09:57:40.676	2014-02-24 09:57:42.548	2014-02-24 09:57:42.548	2014-02-24 09:57:50.878	3	8	16	28	8	9	0.6351	0.0000	0.3684	0.3345	0.5435	1	0.3333	0	1	0.3333	0	0	0.0000	0
p13	5	5	5	true	true	M	L	L	H	0.7302	0.4517	3.4935	0.0290	2014-02-24 09:57:56.51	2014-02-24 09:58:14.247	2014-02-24 09:57:57.524	2014-02-24 09:58:12.188	2014-02-24 09:57:57.524	2014-02-24 09:58:02.298	2014-02-24 09:58:03.047	2014-02-24 09:58:04.919	2014-02-24 09:58:04.919	2014-02-24 09:58:12.188	3	6	22	3	22	6	0.0000	0.4350	0.4350	0.2900	0.5557	3	1.0000	1	1	0.3333	0	2	0.6667	1
p13	6	6	6	true	true	M	H	H	H	0.7281	0.6184	10.1395	0.0337	2014-02-24 09:58:14.559	2014-02-24 09:58:37.398	2014-02-24 09:58:15.917	2014-02-24 09:58:34.309	2014-02-24 09:58:15.917	2014-02-24 09:58:21.689	2014-02-24 09:58:22.5	2014-02-24 09:58:24.372	2014-02-24 09:58:24.372	2014-02-24 09:58:34.309	3	9	21	27	28	9	0.6288	0.1798	0.2474	0.3520	0.8062	1	0.3333	0	0	0.0000	0	1	0.3333	1
p13	7	7	7	true	true	H	H	H	L	0.7492	0.6188	10.7580	0.0108	2014-02-24 09:58:37.694	2014-02-24 09:58:56.399	2014-02-24 09:58:39.613	2014-02-24 09:58:54.308	2014-02-24 09:58:39.613	2014-02-24 09:58:44.262	2014-02-24 09:58:44.855	2014-02-24 09:58:46.727	2014-02-24 09:58:46.727	2014-02-24 09:58:54.308	16	18	22	13	18	22	0.8216	0.0000	0.0000	0.2739	0.4958	2	0.6667	0	2	0.6667	0	0	0.0000	0
